language,family,subfamily,concept,ipa
myv,Uralic,Mordvin,665_twenty,k o m sʲ
myv,Uralic,Mordvin,666_thirty,k o l o ɲ g e mʲ e ɲ
myv,Uralic,Mordvin,667_forty,ɲ i lʲ e ɲ g e mʲ e ɲ
myv,Uralic,Mordvin,668_fifty,v e dʲ g e mʲ e ɲ
myv,Uralic,Mordvin,669_sixty,k o d g e mʲ e ɲ
myv,Uralic,Mordvin,66_earth,m a s t o r
myv,Uralic,Mordvin,670_seventy,sʲ i zʲ g e mʲ e ɲ
myv,Uralic,Mordvin,671_eighty,k a v k s o ɲ g e mʲ e ɲ
myv,Uralic,Mordvin,672_ninety,v e j k s e ɲ g e mʲ e ɲ
myv,Uralic,Mordvin,673_ahundred,sʲ a d o
myv,Uralic,Mordvin,674_athousand,t ɨ ɕ tɕ a
myv,Uralic,Mordvin,675_and,d ɨ
myv,Uralic,Mordvin,676_or,j i lʲ i
myv,Uralic,Mordvin,677_stand,a ʃ tʲ e m s + s tʲ a d o
myv,Uralic,Mordvin,678_sit,a ʃ tʲ e m s + o z a d o
myv,Uralic,Mordvin,679_lie,m a dʲ e zʲ + a ʃ tʲ e m s
myv,Uralic,Mordvin,67_dust,p u lʲ
myv,Uralic,Mordvin,680_hang,n u rʲ g e m s
myv,Uralic,Mordvin,681_become,a r a m s
myv,Uralic,Mordvin,682_happen,lʲ i s e m s
myv,Uralic,Mordvin,683_begin,u ʃ o d o m s
myv,Uralic,Mordvin,684_end,l o t k a m s
myv,Uralic,Mordvin,685_change,p o l a v t ɲ e m s
myv,Uralic,Mordvin,686_rise,lʲ i sʲ e m s
myv,Uralic,Mordvin,686_rise,s tʲ a m s
myv,Uralic,Mordvin,687_set,v a l g o m s
myv,Uralic,Mordvin,688_shine,v a l d o m t o m s
myv,Uralic,Mordvin,689_thunder,tsʲ a r n o m s
myv,Uralic,Mordvin,689_thunder,g a l d o r d o m s
myv,Uralic,Mordvin,68_smoke,k a tɕ a m o
myv,Uralic,Mordvin,690_blow,p u v a m s
myv,Uralic,Mordvin,691_stream,tɕ u dʲ e m s
myv,Uralic,Mordvin,692_flow,tɕ u dʲ e m s
myv,Uralic,Mordvin,693_revolve,v e lʲ a m s
myv,Uralic,Mordvin,694_sway,l ɨ k a m s
myv,Uralic,Mordvin,694_sway,j a k a m s
myv,Uralic,Mordvin,695_swing,n u r sʲ e m s
myv,Uralic,Mordvin,695_swing,l ɨ k a m s
myv,Uralic,Mordvin,696_fall,p r a m s
myv,Uralic,Mordvin,696_fall,sʲ a v o rʲ e m s
myv,Uralic,Mordvin,697_burn,p a l o m s
myv,Uralic,Mordvin,698_smoke,k a tɕ a d o m s
myv,Uralic,Mordvin,699_rain,p i zʲ e m s
myv,Uralic,Mordvin,69_spark,sʲ a t k o
myv,Uralic,Mordvin,6_tongue,k e lʲ
myv,Uralic,Mordvin,700_freeze,k e lʲ mʲ e m s
myv,Uralic,Mordvin,701_thaw,s o l a m s
myv,Uralic,Mordvin,702_melt,s o l a m s
myv,Uralic,Mordvin,703_dry,k o sʲ k e m s
myv,Uralic,Mordvin,704_boil,l a k a m s
myv,Uralic,Mordvin,704_boil,p i k sʲ e m s
myv,Uralic,Mordvin,705_rot,n a k s a d o m s
myv,Uralic,Mordvin,706_decay,n a k s a d o m s
myv,Uralic,Mordvin,707_snap,sʲ e z ɲ e v e m s
myv,Uralic,Mordvin,708_sink,v a j a m s
myv,Uralic,Mordvin,709_pass,j u t a m s
myv,Uralic,Mordvin,70_fire,t o l
myv,Uralic,Mordvin,710_appear,lʲ i sʲ e m s
myv,Uralic,Mordvin,711_disappear,j o m a m s
myv,Uralic,Mordvin,712_dropdescend,j a v a m s
myv,Uralic,Mordvin,713_decrease,k i rʲ e mʲ e m s
myv,Uralic,Mordvin,714_increase,l a m o l g a d o m s
myv,Uralic,Mordvin,714_increase,r a ʃ t a m s
myv,Uralic,Mordvin,715_rise,k u zʲ e m s
myv,Uralic,Mordvin,715_rise,k e p sʲ e v e m s
myv,Uralic,Mordvin,716_grow,k a s o m s
myv,Uralic,Mordvin,717_shine,tsʲ i t ɲ e m s
myv,Uralic,Mordvin,718_sparkletwinkle,p i n d o l d o m s
myv,Uralic,Mordvin,718_sparkletwinkle,tsʲ i v tʲ o r d o m s
myv,Uralic,Mordvin,719_benoisy,ʃ a l n o m s
myv,Uralic,Mordvin,71_light,v a l d o
myv,Uralic,Mordvin,720_chime,g a j g e zʲ e v e m s
myv,Uralic,Mordvin,721_ring,tɕ a v o m s + b a j a g a s
myv,Uralic,Mordvin,722_tinkle,k a l d o r d o m s
myv,Uralic,Mordvin,722_tinkle,k a lʲ tsʲ a j e m s
myv,Uralic,Mordvin,723_roar,l a k a m s
myv,Uralic,Mordvin,724_rustle,l a ʒ n o m s
myv,Uralic,Mordvin,725_sound,g a j g e m s
myv,Uralic,Mordvin,726_bark,o n g o m s
myv,Uralic,Mordvin,727_howl,u r n o m s
myv,Uralic,Mordvin,728_blow,p u v a m s
myv,Uralic,Mordvin,729_whistle,v e ʃ k e m s
myv,Uralic,Mordvin,72_shadow,s u lʲ e j
myv,Uralic,Mordvin,72_shadow,s u lʲ e j k s
myv,Uralic,Mordvin,730_shout,p i ʒ ɲ e m s
myv,Uralic,Mordvin,731_groan,k u v sʲ e m s
myv,Uralic,Mordvin,732_tremble,t a r n o m s
myv,Uralic,Mordvin,733_live,e rʲ a m s
myv,Uralic,Mordvin,734_beborn,tɕ a tɕ o m s
myv,Uralic,Mordvin,735_breathe,lʲ e k sʲ e m s
myv,Uralic,Mordvin,736_drink,sʲ i mʲ e m s
myv,Uralic,Mordvin,737_eat,j a r s a m s
myv,Uralic,Mordvin,738_swallow,ɲ i lʲ e m s
myv,Uralic,Mordvin,738_swallow,p o r ɲ e m s
myv,Uralic,Mordvin,739_gettired,sʲ i zʲ e m s
myv,Uralic,Mordvin,73_weather,u ʃ o
myv,Uralic,Mordvin,740_fallasleep,m a tʲ e dʲ e v e m s
myv,Uralic,Mordvin,741_sleep,u d o m s
myv,Uralic,Mordvin,742_wakeup,s ɨ r g o zʲ e m s
myv,Uralic,Mordvin,743_getup,s tʲ a m s
myv,Uralic,Mordvin,744_relax,o j m sʲ e m s
myv,Uralic,Mordvin,745_fallill,s e rʲ e dʲ e zʲ e v e m s
myv,Uralic,Mordvin,746_beill,s e rʲ e dʲ e m s
myv,Uralic,Mordvin,747_ache,s e rʲ e dʲ e m s
myv,Uralic,Mordvin,748_cough,k o z o m s
myv,Uralic,Mordvin,749_recover,p i tɕ k a m s
myv,Uralic,Mordvin,74_fog,s u v
myv,Uralic,Mordvin,750_die,k u l o m s
myv,Uralic,Mordvin,751_perish,tɕ a v o v o m s
myv,Uralic,Mordvin,751_perish,j o m a m s
myv,Uralic,Mordvin,752_move,ʃ a ʃ t o m s
myv,Uralic,Mordvin,753_budge,s ɨ r g a m s
myv,Uralic,Mordvin,754_standup,k u zʲ e m s
myv,Uralic,Mordvin,755_sitdown,o z a m s
myv,Uralic,Mordvin,756_tumble,p r a m s
myv,Uralic,Mordvin,756_tumble,sʲ a v o rʲ e m s
myv,Uralic,Mordvin,757_walk,j a k a m s
myv,Uralic,Mordvin,758_step,e s k e lʲ a m s
myv,Uralic,Mordvin,758_step,m o lʲ e m s
myv,Uralic,Mordvin,759_takeawalk,j a k a m s
myv,Uralic,Mordvin,75_cloud,p e lʲ
myv,Uralic,Mordvin,760_rush,e r z k a lʲ e m s
myv,Uralic,Mordvin,760_rush,k a p ʃ a m s
myv,Uralic,Mordvin,761_hurry,k a p ʃ a m s
myv,Uralic,Mordvin,762_dash,lʲ i v tʲ a m s
myv,Uralic,Mordvin,763_run,tɕʲ i j ɲ e m s
myv,Uralic,Mordvin,763_run,a r d t ɲ e m s
myv,Uralic,Mordvin,764_jump,k i r ɲ a v t ɲ e m s
myv,Uralic,Mordvin,765_climb,k u zʲ e m s
myv,Uralic,Mordvin,766_seesaw,n u rʲ a m s
myv,Uralic,Mordvin,767_creep,j o z m o l d o m s
myv,Uralic,Mordvin,768_swim,u j e m s
myv,Uralic,Mordvin,769_dive,tɕ o p a v t o m s
myv,Uralic,Mordvin,769_dive,tɕ o p a v t ɲ e m s
myv,Uralic,Mordvin,76_rain,p i zʲ e m s
myv,Uralic,Mordvin,770_row,mʲ i lʲ e dʲ e m s
myv,Uralic,Mordvin,771_drive,a r d o m s
myv,Uralic,Mordvin,772_fly,lʲ i v tʲ a m s
myv,Uralic,Mordvin,773_go,t u j e m s
myv,Uralic,Mordvin,773_go,m o lʲ e m s
myv,Uralic,Mordvin,774_goaway,t u j e m s
myv,Uralic,Mordvin,775_depart,t u j e m s
myv,Uralic,Mordvin,776_stop,l o t k a m s
myv,Uralic,Mordvin,777_goin,s o v a m s
myv,Uralic,Mordvin,778_enter,s o v a m s
myv,Uralic,Mordvin,778_enter,e s k e lʲ dʲ a m s
myv,Uralic,Mordvin,779_come,s a m s
myv,Uralic,Mordvin,77_snow,l o v
myv,Uralic,Mordvin,780_arrive,s a m s
myv,Uralic,Mordvin,780_arrive,p a tɕ k o dʲ e m s
myv,Uralic,Mordvin,781_comeback,v e lʲ a v t o m s
myv,Uralic,Mordvin,782_stay,k a d o v o m s
myv,Uralic,Mordvin,783_wait,u tɕ o m s
myv,Uralic,Mordvin,784_await,u tɕ o m s
myv,Uralic,Mordvin,785_lookfor,v e ʃ ɲ e m s
myv,Uralic,Mordvin,786_find,m u j e m s
myv,Uralic,Mordvin,787_try,v a r ʃ t a m s
myv,Uralic,Mordvin,788_prepare,a n o k s t a m s
myv,Uralic,Mordvin,789_love,v e tɕ k e m s
myv,Uralic,Mordvin,78_ice,e j
myv,Uralic,Mordvin,790_like,v e tɕ k e m s
myv,Uralic,Mordvin,791_laugh,p e j dʲ e m s
myv,Uralic,Mordvin,792_move,t o k a m s + sʲ e dʲ e j s
myv,Uralic,Mordvin,793_weepcry,a v a r dʲ e m s
myv,Uralic,Mordvin,794_grumble,sʲ o v n o m s
myv,Uralic,Mordvin,795_beannoyed,k e ʒ i j a v t ɲ e m s
myv,Uralic,Mordvin,796_beafraid,p e lʲ e m s
myv,Uralic,Mordvin,797_beafraidof,p e lʲ e m s
myv,Uralic,Mordvin,798_flee,o r g o dʲ e m s
myv,Uralic,Mordvin,799_escape,v o rʲ g o dʲ e m s
myv,Uralic,Mordvin,799_escape,tɕ a d o m s
myv,Uralic,Mordvin,79_frost,k e lʲ mʲ e
myv,Uralic,Mordvin,7_lip,t u r v a
myv,Uralic,Mordvin,800_see,ɲ e j e m s
myv,Uralic,Mordvin,801_lookat,v a n o m s
myv,Uralic,Mordvin,802_watch,v a n o m s
myv,Uralic,Mordvin,803_hear,m a rʲ a m s
myv,Uralic,Mordvin,804_listen,k u n s o l o m s
myv,Uralic,Mordvin,805_taste,v a r ʃ a m s
myv,Uralic,Mordvin,806_smell,ɲ i k sʲ e m s
myv,Uralic,Mordvin,807_feel,m a rʲ a m s
myv,Uralic,Mordvin,808_seem,m a rʲ a v o m s
myv,Uralic,Mordvin,809_show,ɲ e j a v o m s
myv,Uralic,Mordvin,80_chill,j a k ʃ a m o
myv,Uralic,Mordvin,810_hear,m a rʲ a m s
myv,Uralic,Mordvin,811_becold,k e lʲ mʲ e m s
myv,Uralic,Mordvin,812_do,tʲ e j e m s
myv,Uralic,Mordvin,813_can,m a ʃ t o m s
myv,Uralic,Mordvin,814_want,b a ʒ a m s
myv,Uralic,Mordvin,815_start,k a r m a m s
myv,Uralic,Mordvin,816_finish,p rʲ a d o m s
myv,Uralic,Mordvin,817_stop,l o t k a m s
myv,Uralic,Mordvin,818_succeed,u d a l a m s
myv,Uralic,Mordvin,819_turnout,lʲ i sʲ e m s
myv,Uralic,Mordvin,81_heat,p sʲ i
myv,Uralic,Mordvin,820_open,p a n ʒ o m s
myv,Uralic,Mordvin,821_close,p e k s t a m s
myv,Uralic,Mordvin,821_close,sʲ o l g o m s
myv,Uralic,Mordvin,821_close,k o ɲ a m s
myv,Uralic,Mordvin,822_put,a r a v t o m s
myv,Uralic,Mordvin,823_place,o j sʲ e v tʲ e m s
myv,Uralic,Mordvin,823_place,o z a v t ɲ e m s
myv,Uralic,Mordvin,824_lay,p u t o m s
myv,Uralic,Mordvin,825_touch,t o k a m s
myv,Uralic,Mordvin,826_connect,s o d o m s
myv,Uralic,Mordvin,827_cover,v e lʲ tʲ a m s
myv,Uralic,Mordvin,828_hangup,p o n g a v t o m s
myv,Uralic,Mordvin,829_light,k i r v a s tʲ e m s
myv,Uralic,Mordvin,82_hoarfrost,lʲ e k ʃ
myv,Uralic,Mordvin,830_pickup,k e p e dʲ e m s
myv,Uralic,Mordvin,831_leave,k a d o m s
myv,Uralic,Mordvin,832_lose,j o m a v t o m s
myv,Uralic,Mordvin,833_drop,p r a v t o m s
myv,Uralic,Mordvin,834_make,tʲ e j e m s
myv,Uralic,Mordvin,835_produce,a n o k s t a m s
myv,Uralic,Mordvin,836_build,p u t o m s
myv,Uralic,Mordvin,837_repairmend,v i tʲ e m s
myv,Uralic,Mordvin,838_improve,p a r o l g a v t o m s
myv,Uralic,Mordvin,838_improve,v a d rʲ a l g a v t o m s
myv,Uralic,Mordvin,839_alter,p o l a v t o m s
myv,Uralic,Mordvin,83_rainbow,p u rʲ g i ɲ e tɕʲ i rʲ k e
myv,Uralic,Mordvin,83_rainbow,p u rʲ g i ɲ e j o n k s
myv,Uralic,Mordvin,840_dig,tɕ u v o m s
myv,Uralic,Mordvin,840_dig,t a r g a m s
myv,Uralic,Mordvin,841_bow,mʲ e n dʲ e m s
myv,Uralic,Mordvin,842_bend,k o m a v t o m s
myv,Uralic,Mordvin,843_spin,tɕ a r a v t o m s
myv,Uralic,Mordvin,843_spin,v e lʲ a v t ɲ e m s
myv,Uralic,Mordvin,844_turnover,v e lʲ a v t o m s
myv,Uralic,Mordvin,845_turnturnaround,v e lʲ a v t o m s
myv,Uralic,Mordvin,846_raise,k e p e dʲ e m s
myv,Uralic,Mordvin,847_lift,k e p e dʲ e m s
myv,Uralic,Mordvin,848_seize,k u n d a m s
myv,Uralic,Mordvin,849_hold,k i r dʲ e m s
myv,Uralic,Mordvin,84_thunder,p u rʲ g i ɲ e
myv,Uralic,Mordvin,850_press,n u j e m s
myv,Uralic,Mordvin,851_push,ʃ a ʃ t o m s
myv,Uralic,Mordvin,852_scrape,a n g o r d a m s
myv,Uralic,Mordvin,853_lick,n o l sʲ e m s
myv,Uralic,Mordvin,854_bite,s u s k o m s
myv,Uralic,Mordvin,855_tearoff,sʲ e zʲ e m s
myv,Uralic,Mordvin,856_cutoff,p e tɕ k e m s
myv,Uralic,Mordvin,857_tie,k o d a m s
myv,Uralic,Mordvin,857_tie,sʲ u l m a m s
myv,Uralic,Mordvin,858_stick,sʲ a l g o m s
myv,Uralic,Mordvin,859_break,sʲ i n dʲ e m s
myv,Uralic,Mordvin,859_break,k a l a v t o m s
myv,Uralic,Mordvin,85_current,tɕ u dʲ e m a
myv,Uralic,Mordvin,85_current,tɕ u dʲ e v k s
myv,Uralic,Mordvin,860_knock,k a l t a j a m s
myv,Uralic,Mordvin,861_hit,tɕ a v o m s
myv,Uralic,Mordvin,862_glue,p e dʲ a v t ɲ e m s
myv,Uralic,Mordvin,863_rub,j o z a m s
myv,Uralic,Mordvin,864_spread,v a dʲ e m s
myv,Uralic,Mordvin,865_sharpen,tɕ o v a m s
myv,Uralic,Mordvin,866_cut,k e rʲ a m s
myv,Uralic,Mordvin,867_jog,tɕ u k a m s
myv,Uralic,Mordvin,867_jog,l ɨ k a v t o m s
myv,Uralic,Mordvin,868_shake,tɕ u k a m s
myv,Uralic,Mordvin,869_swing,j a x o lʲ e m s
myv,Uralic,Mordvin,86_drop,p e t ɲ a v k s
myv,Uralic,Mordvin,870_pour,k a j a m s
myv,Uralic,Mordvin,871_fill,p e ʃ tʲ a m s
myv,Uralic,Mordvin,872_wrap,t a p a rʲ a m s
myv,Uralic,Mordvin,873_carry,k a n d o m s
myv,Uralic,Mordvin,874_drag,u s k o m s
myv,Uralic,Mordvin,875_pull,u s k o m s
myv,Uralic,Mordvin,876_keep,v a n s t o m s
myv,Uralic,Mordvin,877_throw,j o r t o m s
myv,Uralic,Mordvin,878_catch,k u n d a m s
myv,Uralic,Mordvin,879_grab,k u n d a m s
myv,Uralic,Mordvin,87_foam,tɕ o v
myv,Uralic,Mordvin,880_hide,k e k ʃ e m s
myv,Uralic,Mordvin,881_divide,j a v o m s
myv,Uralic,Mordvin,882_send,k u tɕ o m s
myv,Uralic,Mordvin,883_bring,k a n d o m s
myv,Uralic,Mordvin,884_add,p u t o m s
myv,Uralic,Mordvin,884_add,m a k s o m s
myv,Uralic,Mordvin,885_get,s a j e m s
myv,Uralic,Mordvin,886_receive,s a j e m s
myv,Uralic,Mordvin,887_take,s a j e m s
myv,Uralic,Mordvin,888_choose,k o tɕ k a m s
myv,Uralic,Mordvin,889_select,k o tɕ k a m s
myv,Uralic,Mordvin,88_dirt,r u d a z
myv,Uralic,Mordvin,890_preserve,v a n s t o m s
myv,Uralic,Mordvin,891_hinder,k i r dʲ e m s
myv,Uralic,Mordvin,892_spoil,k o l a m s
myv,Uralic,Mordvin,893_damage,tʲ e j e m s + z ɨ j a n
myv,Uralic,Mordvin,894_break,k o l a m s
myv,Uralic,Mordvin,895_tear,sʲ e zʲ e m s
myv,Uralic,Mordvin,896_destroy,k a l a v t o m s
myv,Uralic,Mordvin,897_burn,p u l t a m s
myv,Uralic,Mordvin,898_give,m a k s o m s
myv,Uralic,Mordvin,899_hand,m a k s o m s
myv,Uralic,Mordvin,89_lake,e rʲ k e
myv,Uralic,Mordvin,8_cheek,tɕ a m a b o k a
myv,Uralic,Mordvin,8_cheek,tɕ a m au m a rʲ
myv,Uralic,Mordvin,900_give,k a zʲ e m s
myv,Uralic,Mordvin,901_promise,a l t a m s
myv,Uralic,Mordvin,902_wish,a r sʲ e m s
myv,Uralic,Mordvin,903_praise,ʃ n a m s
myv,Uralic,Mordvin,904_kiss,p a l sʲ e m s
myv,Uralic,Mordvin,905_rock,n u r sʲ e m s
myv,Uralic,Mordvin,906_cover,t a v a d o m s
myv,Uralic,Mordvin,906_cover,v e lʲ tʲ a m s
myv,Uralic,Mordvin,907_wake,s tʲ a v t o m s
myv,Uralic,Mordvin,908_show,ɲ e v tʲ e m s
myv,Uralic,Mordvin,909_guide,v e tʲ a m s
myv,Uralic,Mordvin,90_swamp,tɕʲ e j
myv,Uralic,Mordvin,910_teach,t o n a v t o m s
myv,Uralic,Mordvin,911_instruct,t o n a v t o m s
myv,Uralic,Mordvin,912_bringup,t rʲ a m s
myv,Uralic,Mordvin,912_bringup,k a s t o m s
myv,Uralic,Mordvin,913_lead,v e tʲ a m s
myv,Uralic,Mordvin,913_lead,a z o r k s t a m s
myv,Uralic,Mordvin,914_urge,v e tʲ a m s
myv,Uralic,Mordvin,915_let,k a r m a v t o m s
myv,Uralic,Mordvin,916_invite,tʲ e r dʲ e m s
myv,Uralic,Mordvin,917_unite,v e j s e n dʲ a m s
myv,Uralic,Mordvin,917_unite,v e j s + p u t o m s
myv,Uralic,Mordvin,917_unite,v e j s + p u r n a m s
myv,Uralic,Mordvin,918_visit,v a r ʃ t a m s
myv,Uralic,Mordvin,919_meet,v a s t o m s
myv,Uralic,Mordvin,91_moor,tɕʲ e j
myv,Uralic,Mordvin,920_assemble,p r o m o k ʃ n o m s
myv,Uralic,Mordvin,921_play,n a l k sʲ e m s
myv,Uralic,Mordvin,922_sing,m o r a m s
myv,Uralic,Mordvin,923_dance,k i ʃ tʲ e m s
myv,Uralic,Mordvin,924_separate,j a v o m s
myv,Uralic,Mordvin,925_leave,k a d o m s
myv,Uralic,Mordvin,926_rescue,j i dʲ e m s
myv,Uralic,Mordvin,927_guard,v a n s t o m s
myv,Uralic,Mordvin,928_protect,a ʃ tʲ e m s
myv,Uralic,Mordvin,929_defend,v a n o m s
myv,Uralic,Mordvin,92_meadow,l u g a
myv,Uralic,Mordvin,930_brawl,tʲ u rʲ e m s
myv,Uralic,Mordvin,931_shoot,lʲ e dʲ e m s
myv,Uralic,Mordvin,932_win,j i z ɲ a m s
myv,Uralic,Mordvin,933_annoy,k e ʒ e j g a v t o m s
myv,Uralic,Mordvin,934_beat,t o k a m s
myv,Uralic,Mordvin,935_kick,t a p a m s
myv,Uralic,Mordvin,936_sting,p u p a m s
myv,Uralic,Mordvin,937_shove,t u l k a dʲ e m s
myv,Uralic,Mordvin,938_steal,s a l a m s
myv,Uralic,Mordvin,939_disturb,p i rʲ a m s + k i
myv,Uralic,Mordvin,93_forest,v i rʲ
myv,Uralic,Mordvin,940_bother,a + m a k s o m s
myv,Uralic,Mordvin,940_bother,a + k a d o m s + o j m a m o
myv,Uralic,Mordvin,941_conceal,sʲ o p o m s
myv,Uralic,Mordvin,941_conceal,k e k ʃ e m s
myv,Uralic,Mordvin,942_deceive,m a ɲ a m s
myv,Uralic,Mordvin,943_cheat,m a n tɕʲ e m s
myv,Uralic,Mordvin,944_kill,tɕ a v n o m s
myv,Uralic,Mordvin,944_kill,m a ʃ t ɲ e m s
myv,Uralic,Mordvin,945_dwell,e rʲ a m s
myv,Uralic,Mordvin,946_work,v a ʒ o dʲ e m s
myv,Uralic,Mordvin,947_gather,p u r n a m s
myv,Uralic,Mordvin,948_pick,n o ts k o v t ɲ e m s
myv,Uralic,Mordvin,949_hunt,k u n d a m s
myv,Uralic,Mordvin,94_hill,g u b o rʲ
myv,Uralic,Mordvin,94_hill,p a n d ɨ ɲ e
myv,Uralic,Mordvin,950_fish,k a l o ɲ + k u n d a m s
myv,Uralic,Mordvin,951_catch,k u n d a m s
myv,Uralic,Mordvin,952_herd,v a n o m s
myv,Uralic,Mordvin,953_drive,p a ɲ e m s
myv,Uralic,Mordvin,954_tieup,sʲ u l m a m s
myv,Uralic,Mordvin,955_feed,a n d o m s
myv,Uralic,Mordvin,956_milk,p o tʲ a v t o m s
myv,Uralic,Mordvin,957_chop,l a z n o m s
myv,Uralic,Mordvin,958_water,v a l o m s
myv,Uralic,Mordvin,959_ripen,k e ɲ e rʲ e m s
myv,Uralic,Mordvin,95_elevation,g u b o rʲ
myv,Uralic,Mordvin,95_elevation,p a n d ɨ ɲ e
myv,Uralic,Mordvin,960_cook,a n o k s t a m s
myv,Uralic,Mordvin,961_boil,p i dʲ e m s
myv,Uralic,Mordvin,962_bake,p i dʲ e m s
myv,Uralic,Mordvin,963_fry,p u ʃ t a m s
myv,Uralic,Mordvin,964_stir,tɕ o v o rʲ a m s
myv,Uralic,Mordvin,965_knit,k o d a m s
myv,Uralic,Mordvin,966_sew,s t a m s
myv,Uralic,Mordvin,967_dye,a r t o m s
myv,Uralic,Mordvin,968_clean,u rʲ a d a m s
myv,Uralic,Mordvin,969_wash,m u sʲ k e m s
myv,Uralic,Mordvin,96_mountain,p a n d o
myv,Uralic,Mordvin,970_wipe,n a r d a m s
myv,Uralic,Mordvin,971_rinse,j o r v a l d o m s
myv,Uralic,Mordvin,972_sweep,tʲ e n sʲ e m s
myv,Uralic,Mordvin,973_sweep,tʲ e n sʲ e m s
myv,Uralic,Mordvin,974_bath,e k ʃ e lʲ a m s
myv,Uralic,Mordvin,975_wash,ʃ lʲ a m s
myv,Uralic,Mordvin,976_takeoff,k a j sʲ e v tʲ e m s
myv,Uralic,Mordvin,977_puton,o r ʃ a m s
myv,Uralic,Mordvin,978_getdressed,o r ʃ a m s
myv,Uralic,Mordvin,979_comb,s u d rʲ a m s
myv,Uralic,Mordvin,97_summit,p rʲ a
myv,Uralic,Mordvin,980_decorate,m a z ɨ l g a v t o m s
myv,Uralic,Mordvin,980_decorate,n a rʲ a ʒ a m s
myv,Uralic,Mordvin,981_say,mʲ e rʲ e m s
myv,Uralic,Mordvin,982_speak,k o r t a m s
myv,Uralic,Mordvin,983_talk,k o r t a m s
myv,Uralic,Mordvin,984_chat,k o r t ɲ e m s
myv,Uralic,Mordvin,985_ask,k e v k s tʲ e m s
myv,Uralic,Mordvin,986_request,v e ʃ e m s
myv,Uralic,Mordvin,987_tell,j o v t ɲ e m s
myv,Uralic,Mordvin,988_convey,j o v t a m s
myv,Uralic,Mordvin,989_name,lʲ e m dʲ e m s
myv,Uralic,Mordvin,989_name,p u t o m s + lʲ e m
myv,Uralic,Mordvin,98_cave,p e ɕ tɕʲ e r a
myv,Uralic,Mordvin,990_call,tʲ e r dʲ e m s
myv,Uralic,Mordvin,990_call,sʲ e rʲ g e dʲ e m s
myv,Uralic,Mordvin,991_brag,ʃ n a m s + p rʲ a
myv,Uralic,Mordvin,992_translate,j u t a v t o m s
myv,Uralic,Mordvin,993_think,a r sʲ e m s
myv,Uralic,Mordvin,994_believe,k e mʲ e m s
myv,Uralic,Mordvin,995_notice,ɲ e j e m s
myv,Uralic,Mordvin,996_recognize,s o d a m s
myv,Uralic,Mordvin,997_grasp,p a tɕ k o dʲ e m s
myv,Uralic,Mordvin,998_understand,tɕ a rʲ k o dʲ e m s
myv,Uralic,Mordvin,999_learn,t o n a v t ɲ e m s
myv,Uralic,Mordvin,99_slope,p a n d o tɕ a m a
myv,Uralic,Mordvin,9_face,tɕ a m a
nio,Uralic,Samoyedic,1000_know,cç e n ɨ dʲ i
nio,Uralic,Samoyedic,1001_remember,t u m t ə dʲ ɐ
nio,Uralic,Samoyedic,1002_forget,ŋ ɐ n ɐ b t ɐː dʲ ɐ
nio,Uralic,Samoyedic,1003_measure,m ə l t ɨ r s ɨ
nio,Uralic,Samoyedic,1004_count,tʷ o b t ɐ l u dʲ ɐ
nio,Uralic,Samoyedic,1004_count,tʷ o b t u g u j sʲ ɐ
nio,Uralic,Samoyedic,1005_calculate,tʷ o b t ɐ l u dʲ ɐ
nio,Uralic,Samoyedic,1005_calculate,tʷ o b t u g u j sʲ ɐ
nio,Uralic,Samoyedic,1006_read,tʷ o b t ɐ l u dʲ ɐ
nio,Uralic,Samoyedic,1006_read,tʷ o b t u g u j sʲ ɐ
nio,Uralic,Samoyedic,1008_draw,bʲ i n d ɐ t ə s ɐ
nio,Uralic,Samoyedic,1009_write,x o ð ə t ə s ɐ
nio,Uralic,Samoyedic,100_source,ɲ e rʲ i
nio,Uralic,Samoyedic,1010_own,x o n s ɨ
nio,Uralic,Samoyedic,1011_buy,t ɐ m tʷ o dʲ ɐ
nio,Uralic,Samoyedic,1012_sell,t ɐ m t u r u s ɐ
nio,Uralic,Samoyedic,1012_sell,t ɐ m t u ð ə s ɐ
nio,Uralic,Samoyedic,1013_payfor,mʲ i r ə ð ɨ s ɨ
nio,Uralic,Samoyedic,1014_pay,mʲ i rʲ i ʔ sʲ i sʲ i
nio,Uralic,Samoyedic,1015_rule,ŋ u ð ɐ s ɐ
nio,Uralic,Samoyedic,1016_endure,dʲ e b tʷ ɐ s ɐ
nio,Uralic,Samoyedic,101_brook,k ɐː n
nio,Uralic,Samoyedic,101_brook,k ɐː n ɐ ʔ ɐ
nio,Uralic,Samoyedic,102_river,bʲ i g ɐ j
nio,Uralic,Samoyedic,102_river,bʲ i k ɐ ð əː
nio,Uralic,Samoyedic,103_shore,b ə r ə
nio,Uralic,Samoyedic,104_coast,m ə r u
nio,Uralic,Samoyedic,105_land,k o sʲ u o + m ou
nio,Uralic,Samoyedic,106_sea,dʲ ɐ m
nio,Uralic,Samoyedic,107_covebay,b ə b k u
nio,Uralic,Samoyedic,108_island,ŋ y ɐ j
nio,Uralic,Samoyedic,109_flower,l u k u ðʲ i ɐ j
nio,Uralic,Samoyedic,10_forehead,x i ɐ ð əː
nio,Uralic,Samoyedic,110_grass,nʷ a t ə
nio,Uralic,Samoyedic,111_root,b ə n t u
nio,Uralic,Samoyedic,112_tree,m u ŋ k u
